gene	lof.pLI
MINDY2	1.0492e-06
MINDY3	3.5739e-01
MINDY4	5.7143e-15
MINK1	1.0000e+00
MINPP1	4.4247e-02
MIOS	2.3805e-02
MIOX	2.7556e-09
MIP	3.7713e-02
MIPEP	5.1906e-15
MIPOL1	2.5336e-04
MIS12	2.3943e-01
MIS18A	6.8611e-01
MIS18BP1	1.9449e-01
MISP	2.0789e-18
MITD1	4.2461e-02
MITF	9.9467e-01
MIX23	1.8344e-01
MIXL1	8.8627e-05
MKI67	6.9990e-15
MKKS	9.7525e-11
MKLN1	9.9920e-01
MKNK1	2.3757e-01
MKNK2	9.2494e-03
MKRN1	1.0000e+00
MKRN2	2.2378e-05
MKRN2OS	1.2681e-03
MKRN3	2.8367e-01
MKS1	2.8888e-06
MKX	9.3743e-01
MLANA	6.0308e-08
MLC1	3.6277e-05
MLEC	9.9782e-01
MLF1	1.6128e-02
MLF2	3.8614e-01
MLH1	8.7442e-01
MLH3	1.1045e-02
MLIP	3.7255e-01
MLKL	1.2375e-01
MLLT1	9.9994e-01
MLLT10	1.0000e+00
MLLT11	6.9946e-01
MLLT3	1.0000e+00
MLLT6	1.0000e+00
MLN	1.7212e-01
MLNR	3.3066e-06
MLPH	1.5259e-02
MLST8	4.4823e-01
MLX	2.8082e-01
MLXIP	9.9844e-01
MLXIPL	3.7034e-03
MLYCD	1.7042e-06
MMAA	2.0832e-08
MMAB	4.2080e-02
MMACHC	3.2909e-03
MMADHC	1.6743e-04
MMD	1.1782e-03
MMD2	7.3761e-11
MME	3.3884e-04
MMEL1	1.4579e-03
MMGT1	7.9834e-01
MMP1	1.7341e-12
MMP10	1.9476e-07
MMP11	8.3088e-05
MMP12	2.6810e-17
MMP13	3.7410e-10
MMP14	1.0000e+00
MMP15	2.5092e-01
MMP16	1.0000e+00
MMP17	4.3471e-20
MMP19	3.9017e-08
MMP2	8.4924e-02
MMP20	6.5147e-15
MMP21	2.4423e-02
MMP23B	1.0295e-02
MMP24	1.3094e-01
MMP24-AS1-EDEM2	4.9102e-05
MMP25	3.2823e-10
MMP26	6.1841e-10
MMP27	8.9797e-10
MMP28	1.1070e-01
MMP3	3.4628e-03
MMP7	1.3795e-06
MMP8	1.4792e-12
MMP9	3.7082e-25
MMRN1	2.3692e-17
MMRN2	1.2141e-02
MMS19	2.6979e-01
MMS22L	9.3960e-01
MMUT	4.6749e-22
MN1	9.9220e-01
MNAT1	2.0301e-06
MND1	2.8342e-04
MNDA	7.4488e-07
MNS1	5.7881e-16
MNT	5.0343e-01
MNX1	8.4689e-01
MOAP1	1.0089e-01
MOB1A	6.5918e-01
MOB1B	3.1906e-03
MOB2	1.0173e-02
MOB3A	1.3058e-01
MOB3B	6.2578e-01
MOB3C	7.9314e-06
MOB4	9.9997e-01
MOBP	8.4045e-01
MOCOS	1.5245e-29
MOCS1	1.3520e-04
MOCS2	3.1890e-03
MOCS3	4.7701e-04
MOG	1.7033e-02
MOGAT1	6.0505e-11
MOGAT2	1.3662e-04
MOGAT3	3.5348e-09
MOGS	6.5483e-01
MOK	2.0324e-01
MON1A	1.8521e-05
MON1B	1.4354e-01
MON2	1.0000e+00
MORC1	6.6652e-01
MORC2	1.0000e+00
MORC3	1.0000e+00
MORC4	9.9783e-01
MORF4L1	9.9995e-01
MORF4L2	8.1082e-01
MORN1	4.7307e-05
MORN2	3.1532e-01
MORN3	1.0936e-04
MORN4	8.2740e-01
MORN5	8.2300e-04
MOS	1.0358e-01
MOSMO	2.4452e-01
MOSPD1	9.2491e-01
MOSPD2	9.9105e-01
MOSPD3	2.1299e-06
MOV10	9.9994e-01
MOV10L1	4.2204e-03
MOXD1	7.4148e-07
MPC1	4.3960e-01
MPC2	3.7730e-01
MPDU1	3.5876e-01
MPDZ	2.2884e-06
MPEG1	1.9684e-02
MPG	2.6807e-09
MPHOSPH10	8.5499e-01
MPHOSPH6	1.2904e-02
MPHOSPH8	9.6006e-01
MPHOSPH9	3.8857e-01
MPI	1.0486e-01
MPIG6B	1.0529e-04
MPL	1.1559e-02
MPLKIP	3.1600e-07
MPND	3.0724e-01
MPO	4.2788e-03
MPP1	9.8770e-01
MPP2	6.3360e-01
MPP3	9.5494e-04
MPP4	6.8918e-05
MPP7	1.2239e-06
MPPE1	2.8197e-01
MPPED1	4.5011e-02
MPPED2	9.9893e-01
MPRIP	1.0000e+00
MPST	3.1129e-01
MPV17	1.7105e-01
MPV17L	9.8544e-07
MPV17L2	3.9270e-11
MPZ	4.2096e-01
MPZL1	1.9682e-01
MPZL2	2.0835e-12
MPZL3	9.6593e-04
MR1	6.8211e-03
MRAP	1.6199e-01
MRAP2	1.8786e-03
MRAS	9.9084e-01
MRC2	6.6621e-01
MRE11	2.6650e-01
MREG	7.3602e-03
MRFAP1	9.4203e-01
MRFAP1L1	2.0021e-03
MRGBP	9.0920e-01
MRGPRF	9.6184e-02
MRGPRX1	3.5591e-01
MRGPRX2	2.9456e-01
MRGPRX3	5.4911e-05
MRGPRX4	5.1659e-04
MRI1	8.8737e-09
MRM1	9.9847e-04
MRM2	5.5892e-06
MRM3	1.0445e-04
MRNIP	4.4855e-04
MRO	6.5615e-06
MROH1	1.3021e-06
MROH2A	1.4201e-01
MROH2B	2.7571e-36
MROH5	3.8103e-04
MROH6	1.8240e-01
MROH7	3.3459e-16
MROH8	1.9213e-02
MROH9	2.4290e-07
MRPL1	5.5444e-01
MRPL10	3.8997e-04
MRPL11	7.8080e-03
MRPL12	1.0270e-03
MRPL13	8.9717e-02
MRPL14	1.8540e-02
MRPL15	9.2291e-04
MRPL16	9.4840e-02
MRPL17	2.2641e-03
MRPL18	5.7062e-05
MRPL19	6.8000e-02
MRPL2	1.0757e-01
MRPL20	2.5745e-03
MRPL21	8.0721e-03
MRPL22	1.8869e-02
MRPL23	3.3141e-01
MRPL24	9.7213e-03
MRPL27	9.7237e-01
MRPL28	2.6140e-09
MRPL3	2.1298e-01
MRPL30	2.3392e-02
MRPL32	6.1569e-04
MRPL33	5.7998e-01
MRPL34	1.7752e-02
MRPL35	3.8094e-02
MRPL36	4.1371e-01
MRPL37	5.2823e-04
MRPL38	1.8604e-18
MRPL39	3.7569e-09
MRPL4	4.0111e-02
MRPL40	3.9083e-04
MRPL41	2.5803e-02
MRPL42	5.9868e-02
MRPL43	2.8525e-02
MRPL44	3.3310e-05
MRPL45	2.3097e-03
MRPL46	7.7781e-02
MRPL47	3.2720e-04
MRPL48	7.5127e-01
MRPL49	4.1184e-01
MRPL50	5.3097e-03
MRPL51	6.3318e-01
MRPL52	3.4950e-01
MRPL53	6.0608e-03
MRPL54	6.8545e-04
MRPL55	6.5408e-01
MRPL57	6.4179e-02
MRPL58	9.4987e-03
MRPL9	8.6036e-07
MRPS10	6.9257e-02
MRPS11	1.1108e-04
MRPS12	8.2907e-04
MRPS14	8.0396e-05
MRPS15	1.4441e-07
MRPS16	3.8471e-01
MRPS17	1.0048e-01
MRPS18A	5.5843e-03
MRPS18B	1.4407e-08
MRPS18C	2.9783e-04
MRPS2	1.8405e-02
MRPS21	1.9648e-02
MRPS22	1.5506e-01
MRPS23	1.9331e-03
MRPS24	9.5192e-03
MRPS25	3.1547e-03
MRPS26	1.5135e-12
MRPS27	3.0070e-02
MRPS28	1.6976e-01
MRPS30	5.3387e-14
MRPS31	1.3308e-07
MRPS33	3.8529e-04
MRPS34	5.7712e-07
MRPS35	9.7731e-04
MRPS36	3.1586e-01
MRPS5	3.9999e-05
MRPS6	8.1180e-02
MRPS7	1.9037e-01
MRPS9	1.7278e-05
MRRF	3.5702e-01
MRS2	6.7218e-02
MRTFA	1.0000e+00
MRTFB	1.0000e+00
MRTO4	8.3829e-01
MS4A1	2.9452e-01
MS4A10	5.1323e-05
MS4A12	1.5013e-05
MS4A13	1.9942e-01
MS4A14	5.6706e-03
MS4A15	4.0500e-05
MS4A2	5.1643e-02
MS4A3	3.6034e-02
MS4A4A	4.3960e-05
MS4A4E	7.2775e-03
MS4A5	7.2512e-02
MS4A6A	6.3047e-02
MS4A6E	2.3221e-02
MS4A7	2.7150e-02
MS4A8	1.1436e-07
MSANTD1	4.1272e-01
MSANTD2	1.8973e-01
MSANTD3	9.3522e-01
MSANTD3-TMEFF1	9.8108e-01
MSANTD4	8.5256e-01
MSC	4.1074e-07
MSGN1	7.4408e-01
MSH2	8.6158e-04
MSH3	4.5582e-20
MSH4	4.0625e-13
MSH5	1.7660e-03
MSH6	2.3082e-03
MSI1	9.9944e-01
MSI2	9.3699e-01
MSL1	9.9884e-01
MSL2	1.0000e+00
MSL3	9.9665e-01
MSLN	9.8299e-09
MSMB	7.2107e-02
MSMO1	1.5694e-02
MSMP	2.6075e-02
MSN	9.9967e-01
MSR1	6.8155e-06
MSRA	9.5072e-06
MSRB1	8.8815e-02
MSRB2	7.2517e-05
MSRB3	7.4332e-01
MSS51	5.0964e-10
MST1	2.6699e-05
MST1R	2.3262e-08
MSTN	8.2895e-01
MSTO1	1.4180e-01
MSX1	6.5980e-04
MSX2	9.2955e-03
MT1A	2.0324e-04
MT1B	1.4293e-01
MT1E	1.7673e-01
MT1F	4.4752e-04
MT1G	5.2793e-02
MT1H	9.0532e-03
MT1HL1	7.8260e-04
MT1M	3.0236e-03
MT1X	3.1904e-01
MT2A	4.4744e-02
MT3	3.1294e-01
MT4	5.1019e-04
MTA1	1.0000e+00
MTA2	1.0000e+00
MTA3	2.7228e-01
MTAP	3.9565e-02
MTARC1	1.3392e-05
MTARC2	1.4360e-03
MTBP	6.5853e-05
MTCH1	5.3892e-01
MTCH2	1.4085e-01
MTCL1	5.2183e-01
MTCP1	4.5211e-01
MTDH	9.8732e-01
MTERF1	5.1392e-02
MTERF2	3.2470e-01
MTERF3	4.8982e-01
MTERF4	5.4661e-01
MTF1	9.9987e-01
MTF2	1.0000e+00
MTFMT	5.3002e-12
MTFP1	5.8062e-04
MTFR1	1.5883e-02
MTFR1L	9.2690e-01
MTFR2	2.3751e-04
MTG1	1.0971e-06
MTG2	5.5582e-05
MTHFD1	9.9434e-01
MTHFD1L	8.5406e-01
MTHFD2	1.9896e-01
MTHFD2L	6.3564e-02
MTHFR	4.1378e-01
MTHFS	4.1882e-01
MTHFSD	1.0910e-01
MTIF2	3.7429e-01
MTIF3	9.0081e-04
MTM1	9.9961e-01
MTMR1	9.9900e-01
MTMR10	9.8124e-05
MTMR11	1.1512e-13
MTMR12	1.0000e+00
MTMR14	6.2276e-01
MTMR2	1.1385e-09
MTMR3	1.0000e+00
MTMR4	1.0000e+00
MTMR6	4.4714e-04
MTMR7	3.8490e-17
MTMR8	1.3104e-18
MTMR9	8.4956e-04
MTNR1A	4.7502e-03
MTNR1B	3.1167e-01
MTO1	2.2735e-06
MTOR	1.0000e+00
MTPAP	2.2378e-01
MTPN	6.4462e-01
MTR	1.7755e-06
MTRES1	1.4047e-04
MTREX	2.2627e-01
MTRF1	7.2551e-05
MTRF1L	4.3397e-02
MTRFR	2.2983e-04
MTRNR2L9	1.2778e-01
MTRR	7.0403e-01
MTSS1	1.0000e+00
MTSS2	9.9408e-01
MTTP	8.4698e-01
MTURN	8.4708e-01
MTUS1	2.7439e-03
MTUS2	9.9611e-01
MTX1	2.6064e-03
MTX2	1.3473e-02
MTX3	1.6314e-01
MUC1	1.8404e-03
MUC12	1.6113e-53
MUC13	3.3025e-04
MUC15	1.3870e-02
MUC16	5.5839e-32
MUC17	6.0926e-70
MUC19	4.6799e-78
MUC2	6.1606e-13
MUC20	3.1031e-03
MUC21	3.3263e-02
MUC22	6.7854e-05
MUC3A	8.0024e-35
MUC4	1.6136e-28
MUC5AC	7.7777e-22
MUC5B	1.0000e+00
MUC6	9.8135e-02
MUC7	1.4687e-01
MUC8	5.2920e-01
MUCL1	1.2223e-04
MUCL3	1.3566e-04
MUL1	4.0140e-06
MUS81	1.7033e-06
MUSK	7.9275e-02
MUSTN1	5.9019e-05
MUTYH	2.5628e-02
MVB12A	1.7458e-05
MVB12B	9.9982e-01
MVD	2.5277e-12
MVK	1.2297e-02
MVP	2.8565e-01
MX1	1.6278e-12
MX2	3.9416e-01
MXD1	9.5203e-01
MXD3	8.2822e-03
MXD4	7.5195e-06
MXI1	4.1852e-01
MXRA5	4.3013e-02
MXRA7	6.8775e-02
MXRA8	6.3791e-13
MYADM	6.7858e-01
MYADML2	4.8887e-07
MYB	1.0000e+00
MYBBP1A	3.9571e-08
MYBL1	9.9998e-01
MYBL2	9.7209e-01
MYBPC1	1.0000e+00
MYBPC2	4.6212e-39
MYBPC3	5.0125e-28
MYBPH	3.4637e-16
MYBPHL	1.4324e-08
MYC	1.0000e+00
MYCBP	6.1646e-01
MYCBP2	1.0000e+00
MYCBPAP	1.9579e-01
MYCL	6.3109e-01
MYCN	9.9969e-01
MYCT1	1.9866e-01
MYD88	3.0410e-01
MYDGF	1.2047e-03
MYEF2	1.2259e-01
MYEOV	3.1420e-02
MYF5	1.6515e-06
MYF6	1.0230e-06
MYG1	8.4487e-04
MYH1	3.8168e-67
MYH10	1.0000e+00
MYH11	1.0000e+00
MYH13	1.0060e-43
MYH14	4.4113e-02
MYH15	6.3745e-51
MYH2	7.6636e-05
MYH3	8.1743e-16
MYH4	2.4684e-55
MYH6	4.4781e-18
MYH7	1.5140e-19
MYH7B	5.8674e-03
MYH8	9.1335e-38
MYH9	1.0000e+00
MYL1	2.3918e-04
MYL10	2.2189e-04
MYL12A	1.4043e-01
MYL12B	8.7064e-01
MYL2	3.1746e-01
MYL3	5.3161e-01
MYL4	7.5494e-03
MYL5	6.3144e-07
MYL6	2.0664e-03
MYL6B	3.4411e-01
MYL7	7.4288e-05
MYL9	7.3086e-02
MYLIP	7.2616e-02
MYLK	1.0000e+00
MYLK2	1.0047e-02
MYLK3	8.2021e-08
MYLK4	1.2025e-12
MYLPF	9.0307e-01
MYMK	2.5590e-03
MYNN	7.8242e-01
MYO10	1.5753e-02
MYO15A	4.6579e-02
MYO16	7.1011e-01
MYO18A	1.0000e+00
MYO18B	5.7783e-03
MYO19	6.1442e-05
MYO1A	1.5811e-02
MYO1B	6.8082e-01
MYO1C	1.5948e-03
MYO1D	1.8132e-02
MYO1E	5.7713e-01
MYO1F	5.9357e-01
MYO1G	8.6316e-10
MYO1H	3.0110e-18
MYO3A	1.2361e-02
MYO3B	2.3200e-09
MYO5A	1.0000e+00
MYO5B	2.0901e-03
MYO5C	7.2041e-03
MYO6	9.7239e-01
MYO7A	3.3885e-04
MYO7B	2.2022e-06
MYO9A	1.0000e+00
MYO9B	1.0000e+00
MYOC	8.3472e-11
MYOCD	1.0000e+00
MYOCOS	3.8718e-01
MYOD1	1.4118e-06
MYOF	1.3784e-02
MYOG	5.4867e-01
MYOM1	2.2994e-40
MYOM2	3.0624e-62
MYOM3	3.8664e-06
MYORG	2.3509e-04
MYOT	4.0679e-05
MYOZ1	2.1794e-05
MYOZ2	2.4493e-05
MYOZ3	1.0429e-01
MYPN	3.1658e-01
MYPOP	5.0677e-03
MYRF	1.0000e+00
MYRFL	1.4078e-06
MYRIP	3.2255e-02
MYSM1	6.2768e-01
MYT1	1.0000e+00
MYT1L	1.0000e+00
MYZAP	1.8894e-04
MZB1	1.0898e-03
MZF1	1.7437e-01
MZT1	5.7380e-04
MZT2A	3.7636e-03
MZT2B	2.1275e-04
N4BP1	9.9821e-01
N4BP2	1.4467e-03
N4BP2L1	8.2979e-01
N4BP2L2	7.5806e-02
N4BP3	1.1748e-09
N6AMT1	1.9296e-06
NA	1.0000e+00
NAA10	7.6179e-01
NAA11	1.3956e-05
NAA15	9.9883e-01
NAA16	6.5628e-04
NAA20	5.6381e-03
NAA25	1.0000e+00
NAA30	9.9818e-01
NAA35	1.0000e+00
NAA38	1.3902e-02
NAA40	3.1312e-03
NAA50	6.0014e-01
NAA60	9.7326e-01
NAA80	3.8211e-01
NAAA	9.3343e-05
NAALAD2	1.4969e-01
NAALADL1	4.7864e-01
NAALADL2	9.9631e-06
NAB1	8.6846e-01
NAB2	9.9968e-01
NABP1	1.5974e-03
NABP2	9.3551e-01
NACA	9.9856e-01
NACA2	1.5862e-02
NACAD	3.2005e-06
NACC1	9.9995e-01
NACC2	9.1684e-01
NADK	7.4318e-01
NADK2	1.7938e-01
NADSYN1	5.7913e-03
NAE1	7.0099e-02
NAF1	7.9524e-01
NAGA	5.1147e-14
NAGK	3.9363e-03
NAGLU	1.7869e-01
NAGPA	1.4018e-09
NAGS	1.4251e-08
NAIF1	2.7103e-04
NAIP	4.3762e-04
NALCN	7.2585e-01
NALF1	1.0000e+00
NAMPT	9.9993e-01
NANOG	9.9738e-01
NANOGNB	8.6190e-05
NANOGP8	8.1584e-02
NANOS1	3.6558e-01
NANOS2	2.5163e-01
NANOS3	5.3374e-05
NANP	1.5170e-03
NANS	9.6131e-02
NAP1L1	1.0000e+00
NAP1L2	7.8108e-01
NAP1L3	8.7902e-02
NAP1L4	9.9996e-01
NAP1L5	3.0211e-01
NAPA	9.9790e-01
NAPB	1.1008e-03
NAPEPLD	3.1490e-01
NAPG	5.0259e-02
NAPRT	1.0864e-11
NAPSA	5.1495e-10
NARF	1.1437e-02
NARS1	2.6658e-04
NARS2	1.0373e-02
NASP	1.0000e+00
NAT1	1.4765e-01
NAT10	8.9279e-08
NAT14	1.6080e-01
NAT16	1.1629e-01
NAT2	1.1278e-01
NAT8	2.9814e-01
NAT8L	2.3689e-01
NAT9	1.2635e-02
NATD1	4.3340e-02
NAV1	1.0000e+00
NAV2	1.0000e+00
NAV3	1.0000e+00
NAXD	2.0629e-01
NAXE	5.1719e-05
NBAS	4.5267e-02
NBEA	1.0000e+00
NBEAL1	5.9180e-03
NBEAL2	6.7320e-04
NBL1	2.3484e-01
NBN	3.4942e-01
NBPF1	9.9962e-01
NBPF10	4.9263e-02
NBPF11	1.2973e-09
NBPF12	1.0207e-15
NBPF14	4.5031e-01
NBPF15	2.3175e-10
NBPF19	4.8916e-02
NBPF20	1.3876e-14
NBPF26	7.9089e-02
NBPF3	6.7348e-12
NBPF4	3.7246e-04
NBPF6	2.6789e-01
NBPF8	1.1091e-06
NBPF9	4.3583e-04
NBR1	9.8632e-05
NCALD	7.5165e-01
NCAM1	1.0000e+00
NCAM2	1.0000e+00
NCAN	7.3090e-01
NCAPD2	7.9295e-05
NCAPD3	6.8801e-01
NCAPG	9.8523e-03
NCAPG2	9.9999e-01
NCAPH	9.9247e-01
NCAPH2	1.1896e-03
NCBP1	1.0000e+00
NCBP2	8.8230e-01
NCBP3	1.0000e+00
NCCRP1	4.8531e-08
NCDN	1.0000e+00
NCEH1	9.5778e-01
NCF1	8.2043e-01
NCF2	1.0630e-03
NCF4	8.8791e-04
NCK1	7.6907e-01
NCK2	9.1650e-01
NCKAP1	1.0000e+00
NCKAP1L	9.9864e-01
NCKAP5	9.5800e-02
NCKAP5L	1.0276e-09
NCKIPSD	7.4431e-01
NCL	1.0000e+00
NCLN	3.6955e-02
NCMAP	5.0280e-05
NCOA1	1.0000e+00
NCOA2	1.0000e+00
NCOA3	1.0000e+00
NCOA4	4.5187e-02
NCOA5	1.0000e+00
NCOA6	1.0000e+00
NCOA7	9.4364e-01
NCOR1	1.0000e+00
NCOR2	1.0000e+00
NCR1	9.5424e-08
NCR2	1.1838e-09
NCR3	2.9060e-04
NCR3LG1	1.6749e-07
NCS1	9.9891e-01
NCSTN	1.0000e+00
NDC1	9.9990e-01
NDC80	1.0519e-01
NDE1	5.9379e-01
NDEL1	9.9993e-01
NDFIP1	8.8976e-01
NDFIP2	2.4527e-01
NDN	9.5306e-01
NDNF	8.9391e-01
NDOR1	1.3657e-12
NDP	6.5042e-01
NDRG1	4.6452e-01
NDRG2	4.3955e-01
NDRG3	5.2448e-01
NDRG4	4.8054e-01
NDST1	9.8609e-01
NDST2	9.9981e-01
NDST3	9.4103e-04
NDST4	1.3475e-04
NDUFA1	5.5315e-01
NDUFA10	9.9488e-05
NDUFA11	1.0741e-04
NDUFA12	1.0981e-04
NDUFA13	1.3785e-04
NDUFA2	9.4740e-02
NDUFA3	3.1233e-01
NDUFA4	1.5072e-01
NDUFA4L2	1.1895e-02
NDUFA5	9.4594e-02
NDUFA6	4.7108e-02
NDUFA7	6.5180e-09
NDUFA8	1.9627e-02
NDUFA9	3.4989e-01
NDUFAB1	8.7210e-01
NDUFAF1	1.8634e-01
NDUFAF2	1.9785e-01
NDUFAF3	5.1992e-06
NDUFAF4	7.4890e-02
NDUFAF5	1.8590e-02
NDUFAF6	3.9255e-05
NDUFAF7	6.0952e-05
NDUFAF8	1.8611e-01
NDUFB1	8.7529e-03
NDUFB10	2.2697e-06
NDUFB11	8.0382e-01
NDUFB2	3.7978e-03
NDUFB3	2.9895e-03
NDUFB4	4.0470e-03
NDUFB5	2.1244e-01
NDUFB6	1.2008e-05
NDUFB7	2.3902e-06
NDUFB8	1.8251e-02
NDUFB9	5.0839e-04
NDUFC1	4.6183e-03
NDUFC2	5.0943e-01
NDUFC2-KCTD14	4.0306e-01
NDUFS1	2.4286e-04
NDUFS2	2.1644e-03
NDUFS3	3.5170e-02
NDUFS4	1.1302e-04
NDUFS5	3.3568e-02
NDUFS6	1.1810e-03
NDUFS7	1.7905e-01
NDUFS8	5.0924e-01
NDUFV1	7.2243e-02
NDUFV2	8.8993e-01
NDUFV3	7.1586e-06
NEB	3.4665e-04
NEBL	9.9387e-01
NECAB1	5.1703e-03
NECAB2	2.7107e-07
NECAB3	5.3371e-02
NECAP1	8.5442e-01
NECAP2	2.9926e-07
NECTIN1	1.0259e-01
NECTIN2	9.5332e-01
NECTIN3	9.9999e-01
NECTIN4	9.7769e-01
NEDD1	5.5822e-01
NEDD4	2.0651e-10
NEDD4L	9.9962e-01
NEDD8	9.9183e-01
NEDD8-MDP1	3.7161e-01
NEDD9	9.9999e-01
NEFH	1.3226e-22
NEFL	8.6986e-10
NEFM	9.4007e-01
NEGR1	9.9553e-01
NEIL1	3.3811e-01
NEIL2	4.7431e-08
NEIL3	4.6838e-11
NEK1	1.2201e-03
NEK10	4.8898e-02
NEK11	2.8364e-09
NEK2	3.9575e-02
NEK3	1.5853e-01
NEK4	8.8249e-17
NEK5	5.1455e-05
NEK6	3.1669e-02
NEK7	2.9247e-01
NEK8	5.5948e-02
NEK9	1.2293e-08
NELFA	1.4051e-02
NELFB	3.1481e-07
NELFCD	1.6325e-09
NELFE	1.3607e-01
NELL1	3.1546e-11
NELL2	9.6908e-01
NEMF	1.6314e-01
NEMP1	2.1326e-01
NEMP2	4.5540e-01
NENF	6.1186e-02
NEO1	9.9944e-01
NEPRO	4.3793e-03
NES	3.1708e-09
NET1	3.8309e-04
NETO1	3.9938e-01
NETO2	4.1884e-01
NEU1	4.1546e-10
NEU2	2.2990e-05
NEU3	1.9659e-01
NEU4	6.0323e-02
NEURL1	3.2078e-01
NEURL1B	1.1666e-02
NEURL2	1.2899e-04
NEURL3	6.6065e-02
NEURL4	1.0000e+00
NEUROD1	4.1345e-01
NEUROD2	2.6460e-01
NEUROD4	3.3398e-05
NEUROD6	9.9721e-01
NEUROG1	2.9504e-04
NEUROG2	5.1051e-01
NEUROG3	2.9316e-01
NEXN	2.4630e-06
NF1	9.9982e-01
NF2	1.0000e+00
NFAM1	6.9619e-01
NFASC	1.0000e+00
NFAT5	1.0000e+00
NFATC1	9.9999e-01
NFATC2	1.0000e+00
NFATC2IP	1.2961e-01
NFATC3	9.7270e-01
NFATC4	9.9914e-01
NFE2	2.3304e-02
NFE2L1	9.9992e-01
NFE2L2	9.9905e-01
NFE2L3	1.7093e-02
NFIA	1.0000e+00
NFIB	1.0000e+00
NFIC	9.9999e-01
NFIL3	6.0279e-01
NFIX	1.0000e+00
NFKB1	1.0000e+00
NFKB2	1.0000e+00
NFKBIA	9.9523e-01
NFKBIB	9.4176e-01
NFKBID	4.5331e-01
NFKBIE	4.1999e-01
NFKBIL1	3.8601e-07
NFKBIZ	1.0000e+00
NFRKB	8.5136e-01
NFS1	6.6154e-01
NFU1	1.5493e-02
NFX1	9.9584e-01
NFXL1	4.9729e-05
NFYA	2.4588e-01
NFYB	1.3770e-01
NFYC	9.3870e-02
NGB	6.0950e-04
NGDN	6.6495e-04
NGEF	9.9469e-01
NGF	8.5643e-01
NGFR	1.1160e-01
NGLY1	3.7659e-03
NGRN	4.4561e-02
NHEJ1	2.3695e-02
NHLH1	2.2473e-01
NHLH2	1.3119e-02
NHLRC1	9.5132e-04
NHLRC2	1.3657e-01
NHLRC3	1.2859e-01
NHLRC4	3.5470e-01
NHP2	1.9507e-01
NHS	9.9999e-01
NHSL1	1.7444e-02
NHSL2	5.2408e-01
NIBAN1	1.7569e-01
NIBAN2	8.8147e-02
NIBAN3	6.4168e-08
NICN1	2.1515e-04
NID1	9.2912e-07
NID2	3.0972e-08
NIF3L1	4.9548e-02
NIFK	1.7199e-01
NIM1K	2.0701e-11
NIN	9.3244e-01
NINJ1	7.1523e-02
NINJ2	8.7943e-04
NINL	4.8874e-04
NIP7	7.3890e-01
NIPA1	7.4500e-01
NIPA2	6.2021e-01
NIPAL1	4.0786e-03
NIPAL2	8.5562e-05
NIPAL3	1.2094e-04
NIPAL4	2.0855e-01
NIPBL	1.0000e+00
NIPSNAP1	6.3936e-02
NIPSNAP2	7.2062e-03
NIPSNAP3A	4.0909e-07
NIPSNAP3B	3.7231e-07
NISCH	9.9866e-01
NIT1	5.2229e-07
NIT2	3.2124e-04
NKAIN1	1.6461e-01
NKAIN2	5.4171e-01
NKAIN3	3.9754e-02
NKAIN4	3.1511e-07
NKAP	9.9735e-01
NKAPD1	8.6228e-01
NKAPL	2.2622e-01
NKD1	4.5221e-01
NKD2	2.3636e-06
NKG7	3.8671e-01
NKIRAS1	3.1359e-03
NKIRAS2	7.1373e-02
NKPD1	1.1274e-08
NKRF	9.9661e-01
NKTR	5.8932e-01
NKX1-2	6.5732e-01
NKX2-1	9.9968e-01
NKX2-2	6.7599e-01
NKX2-3	9.2485e-01
NKX2-4	5.1933e-04
NKX2-5	9.9954e-01
NKX2-6	1.1908e-03
NKX2-8	2.0306e-04
NKX3-1	1.5903e-04
NKX3-2	2.6893e-04
NKX6-1	1.3753e-02
NKX6-2	8.8156e-07
NKX6-3	4.0077e-04
NLE1	1.2046e-01
NLGN1	1.0000e+00
NLGN2	9.9991e-01
NLGN3	9.9419e-01
NLGN4X	9.9452e-01
NLGN4Y	2.0009e-01
NLK	9.9996e-01
NLN	5.1101e-07
NLRC3	1.8943e-05
NLRC4	2.4457e-05
NLRC5	2.3416e-01
NLRP1	1.5786e-19
NLRP10	5.7853e-02
NLRP11	3.3328e-01
NLRP12	9.0290e-32
NLRP13	2.7765e-23
NLRP14	2.9977e-27
NLRP2	2.8121e-02
NLRP3	2.6826e-02
NLRP4	2.6015e-01
NLRP5	1.2785e-24
NLRP6	4.1013e-13
NLRP7	3.7570e-01
NLRP8	4.1679e-26
NLRP9	1.7163e-09
NLRX1	9.2299e-03
NMB	2.4527e-02
NMBR	2.3448e-02
NMD3	3.2982e-02
NME1	1.4287e-01
NME1-NME2	1.8129e-04
NME2	7.2044e-03
NME3	6.2032e-09
NME4	1.0416e-02
NME5	2.4123e-04
NME6	2.1608e-02
NME7	5.7681e-03
NME8	1.5827e-04
NME9	1.8466e-03
NMI	2.1245e-05
NMNAT1	1.2055e-01
NMNAT2	9.9954e-01
NMNAT3	2.9603e-01
NMRAL1	3.1014e-04
NMRK1	3.4832e-02
NMRK2	1.1638e-09
NMS	1.5793e-09
NMT1	1.0000e+00
NMT2	2.0213e-03
NMU	3.9026e-01
NMUR1	7.8951e-06
NMUR2	1.0747e-06
NNAT	2.5701e-01
NNMT	1.2774e-03
NNT	7.8703e-01
NOA1	1.6365e-08
NOB1	6.7017e-14
NOBOX	5.5371e-06
